Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
LU,Beromünster,de,6580,156.1832423,24.39209726,60.10638298,15.50151976,2558,42.13,9.009009009,68.94262684,21.50308203,0.545282124,2657000,1228600,704
LU,Büron,de,2541,473.1843575,22.58953168,64.62022826,12.79024006,1000,5.37,17.53731343,64.55223881,16.41791045,1.492537313,2649700,1229400,529
LU,Buttisholz,de,3294,197.1274686,25.47055252,60.68609593,13.84335155,1207,16.71,8.333333333,73.02158273,16.54676259,2.098321343,2649800,1218400,599
LU,Eich,de,1626,273.7373737,17.65067651,64.3296433,18.0196802,708,5.94,16.5820643,63.62098139,19.79695431,0,2655300,1222500,648
LU,Geuensee,de,2942,454.7140649,25.2889191,61.48878314,13.22229776,1096,6.47,12.59720062,72.78382582,14.46345257,0.155520995,2650700,1227700,611
LU,Grosswangen,de,3241,164.5177665,24.74544894,61.21567417,14.03887689,1234,19.7,7.048681542,77.28194726,15.11156187,0.557809331,2646300,1220400,578
LU,Hildisrieden,de,2334,331.5340909,21.50814053,59.34018852,19.15167095,929,7.04,19.31330472,68.95565093,11.73104435,0,2660000,1222500,655
LU,Knutwil,de,2229,228.8501027,24.00179453,61.73171826,14.26648721,876,9.74,12.5385406,67.7286742,19.52723535,0.205549846,2648000,1227800,520
LU,Mauensee,de,1458,201.9390582,19.89026063,67.42112483,12.68861454,570,7.22,7.468879668,67.49654219,17.42738589,7.607192255,2647600,1224300,513
LU,Neuenkirch,de,7065,277.2762951,23.48195329,62.81670205,13.70134466,2747,25.48,11.07619796,68.69599372,19.87431265,0.35349568,2658100,1216700,566
LU,Nottwil,de,3858,373.4753146,23.87247278,62.80456195,13.32296527,1501,10.33,14.2303969,75.7018393,9.099709584,0.968054211,2653000,1220700,596
LU,Oberkirch,de,4707,517.2527473,22.47716167,64.20225197,13.32058636,1902,9.1,22.28320527,64.32491767,12.18441273,1.207464325,2651300,1223000,540
LU,Rickenbach (LU),de,3366,284.0506329,23.61853832,60.72489602,15.65656566,1326,11.85,11.7147708,56.96095076,31.23938879,0.084889644,2654200,1230100,706
LU,Ruswil,de,6969,154.0110497,22.58573683,61.30004305,16.11422012,2760,45.25,6.975717439,71.87637969,20.68432671,0.463576159,2652200,1215100,710
LU,Schenkon,de,2939,436.0534125,20.89145968,64.1714869,14.93705342,1209,6.74,17.87296898,64.6971935,16.54357459,0.886262925,2653100,1224800,562
LU,Schlierbach,de,892,124.4072524,25.11210762,61.09865471,13.78923767,332,7.17,6.509695291,62.0498615,31.30193906,0.138504155,2651200,1230700,744
LU,Sempach,de,4169,467.9012346,23.69872871,59.0069561,17.29431518,1668,8.91,20.6935123,63.98210291,13.98210291,1.342281879,2657100,1220700,558
LU,Sursee,de,9955,1707.54717,18.67403315,63.57609242,17.74987444,4525,5.83,51.79487179,25.2991453,21.70940171,1.196581197,2650700,1224700,499
LU,Triengen,de,4652,210.5930285,22.72141015,61.71539123,15.56319862,1692,22.09,10.64311594,64.17572464,24.81884058,0.362318841,2648400,1231700,606
LU,Wolhusen,de,4340,303.7088873,23.13364055,60.78341014,16.08294931,1726,14.29,9.396914446,57.2230014,31.76718093,1.612903226,2648200,1212100,711
LU,Alberswil,de,662,187.0056497,19.63746224,69.33534743,11.02719033,265,3.54,8.426966292,72.19101124,17.97752809,1.404494382,2642700,1222500,529
LU,Altbüron,de,1005,148.8888889,21.09452736,62.88557214,16.0199005,385,6.75,9.672619048,60.86309524,29.01785714,0.446428571,2633600,1225600,607
LU,Altishofen,de,1955,136.5223464,24.70588235,62.65984655,12.6342711,714,14.32,7.257501745,66.43405443,25.61060712,0.697836706,2639600,1228000,596
LU,Dagmersellen,de,5504,230.5823209,22.23837209,63.33575581,14.42587209,2282,23.87,11.9665272,52.38493724,34.14225941,1.506276151,2641700,1229200,547
LU,Egolzwil,de,1457,348.5645933,19.49210707,67.87920384,12.62868909,623,4.18,17.59036145,58.31325301,22.89156627,1.204819277,2643100,1226200,509
LU,Ettiswil,de,2747,218.3624801,23.84419367,62.68656716,13.46923917,1080,12.58,10.54313099,70.92651757,17.49201278,1.038338658,2643900,1222200,519
LU,Fischbach,de,711,88.32298137,21.51898734,61.60337553,16.87763713,262,8.05,5.597014925,80.59701493,13.43283582,0.373134328,2635600,1222800,697
LU,Gettnau,de,1170,193.3884298,25.21367521,60.42735043,14.35897436,435,6.05,10.41322314,51.90082645,36.85950413,0.826446281,2640200,1221200,601
LU,Grossdietwil,de,858,84.11764706,19.93006993,63.75291375,16.31701632,323,10.2,6.568627451,71.07843137,22.25490196,0.098039216,2634000,1224500,672
LU,Hergiswil bei Willisau,de,1913,61.04020421,24.72556194,58.49451124,16.77992682,702,31.34,4.626675176,58.2003829,36.40714742,0.765794512,2639400,1215000,804
LU,Luthern,de,1275,33.76588983,23.60784314,57.96078431,18.43137255,469,37.76,3.85937087,48.26856992,46.60322495,1.268834259,2636300,1212200,889
LU,Menznau,de,2879,94.8912327,23.09829802,60.09030914,16.81139284,1117,30.34,6.155365372,58.49242923,34.43054641,0.921658986,2645600,1215000,737
LU,Nebikon,de,2635,706.4343164,23.4914611,62.84629981,13.66223909,1056,3.73,23.86058981,35.38873995,39.67828418,1.072386059,2640800,1226900,518
LU,Pfaffnau,de,2678,151.4705882,20.72442121,63.48020911,15.79536968,1128,17.68,9.682899207,64.89241223,24.68856172,0.73612684,2634800,1231000,537
LU,Reiden,de,7132,263.854976,20.28883904,63.5726304,16.13853057,2995,27.03,11.33333333,51.25925926,36.85185185,0.555555556,2640300,1233000,558
LU,Roggliswil,de,707,113.8486312,21.35785007,65.06364922,13.57850071,274,6.21,6.270096463,66.23794212,27.0096463,0.482315113,2633900,1229100,571
LU,Schötz,de,4434,290.3732809,23.90617952,63.48669373,12.60712675,1777,15.27,10.83550914,67.68929504,19.77806789,1.697127937,2641700,1224500,523
LU,Ufhusen,de,902,73.87387387,22.61640798,60.42128603,16.96230599,342,12.21,5.49630845,73.25676784,20.91878589,0.328137818,2634800,1218600,710
LU,Wauwil,de,2247,759.1216216,20.16021362,65.68758344,14.15220294,898,2.96,21.08843537,68.70748299,10.20408163,0,2644300,1226300,503
LU,Wikon,de,1529,184.6618357,22.30215827,59.77763244,17.92020929,621,8.28,9.650180941,38.35946924,51.86972256,0.120627262,2640300,1234700,549
LU,Zell (LU),de,2038,146.5132998,22.81648675,59.51913641,17.66437684,803,13.91,10.29517639,67.31461483,21.59827214,0.791936645,2636700,1221000,667
LU,Willisau,de,7781,188.9968424,21.8480915,59.09266161,19.05924688,3216,41.17,7.991255769,63.61428224,27.56861793,0.825844061,2641900,1219100,671
UR,Altdorf (UR),de,9401,920.7639569,19.37027976,60.13190086,20.49781938,4119,10.21,24.53385672,34.24926398,39.45044161,1.766437684,2691800,1192900,542
UR,Andermatt,de,1390,22.32573081,14.67625899,61.58273381,23.74100719,704,62.26,1.543656536,40.31194726,6.01382859,52.13056762,2688600,1165400,2251
UR,Attinghausen,de,1725,36.78822777,25.27536232,58.37681159,16.34782609,655,46.89,1.663113006,34.30703625,18.55010661,45.47974414,2690900,1190700,1864
UR,Bauen,de,165,43.42105263,11.51515152,67.27272727,21.21212121,80,3.8,4.97382199,11.78010471,73.82198953,9.42408377,2686900,1199000,756
UR,Bürglen (UR),de,3977,74.95288353,21.39803872,59.91953734,18.68242394,1589,53.06,2.448210923,53.44632768,20.30131827,23.80414313,2693300,1192300,1719
UR,Erstfeld,de,3788,64.10560162,18.79619852,57.8405491,23.36325238,1652,59.09,3.759525826,10.53344623,30.99068586,54.71634208,2692500,1186300,1739
UR,Flüelen,de,1972,159.1606134,19.37119675,60.44624746,20.18255578,857,12.38,6.768734891,23.60999194,58.17888799,11.44238517,2690400,1195600,1282
UR,Göschenen,de,448,4.301488238,14.0625,60.71428571,25.22321429,195,104.15,0.825890714,6.472678383,12.8781331,79.8232978,2687900,1169100,2347
UR,Gurtnellen,de,540,6.481814908,19.25925926,55,25.74074074,228,83.31,1.318786716,11.56935619,28.82148423,58.29037286,2691000,1177100,1928
UR,Hospental,de,186,5.288598237,12.90322581,62.90322581,24.19354839,89,35.16,1.366353544,30.45829775,10.90236265,57.27298605,2686500,1163700,2106
UR,Isenthal,de,483,7.921928818,23.1884058,59.21325052,17.59834369,172,60.97,0.787401575,28.1003937,27.06692913,44.04527559,2685500,1196100,1731
UR,Realp,de,153,1.965570401,8.496732026,56.8627451,34.64052288,77,77.88,0.796812749,38.74823288,3.110140085,57.34481429,2681500,1161400,2413
UR,Schattdorf,de,5424,332.1494182,20.42772861,59.27359882,20.29867257,2200,16.33,12.95273174,32.28974831,41.00675261,13.75076734,2692800,1191000,1167
UR,Seedorf (UR),de,1858,120.0258398,26.96447793,58.18083961,14.85468245,703,15.48,5.555555556,17.37726098,42.3126615,34.75452196,2689500,1192800,1200
UR,Seelisberg,de,661,49.73664409,16.49016641,57.79122542,25.71860817,283,13.29,4.704097117,32.70106222,51.51745068,11.07738998,2687400,1202700,871
UR,Silenen,de,1949,13.46087437,19.44586968,59.15854284,21.39558748,787,144.78,0.89119171,12.92573402,20.31778929,65.86528497,2694100,1182900,2150
UR,Sisikon,de,369,22.43161094,21.40921409,61.78861789,16.80216802,160,16.46,1.277372263,33.75912409,46.65450122,18.30900243,2690100,1200500,1531
UR,Spiringen,de,849,13.12615955,22.14369847,59.12838634,18.72791519,326,64.68,1.266213712,37.8011118,18.9005559,42.03211859,2698300,1192100,1858
UR,Unterschächen,de,697,8.682112606,23.95982783,59.3974175,16.64275466,262,80.28,0.785340314,38.6811269,11.35627026,49.17726253,2701500,1191100,1960
UR,Wassen,de,398,4.108175062,17.08542714,56.28140704,26.63316583,169,96.88,1.13507378,11.53647714,22.79434527,64.53410381,2688800,1173400,2134
SZ,Einsiedeln,de,15870,160.4164561,20.14492754,61.47448015,18.38059231,6741,98.93,5.878787879,47.05050505,44.19191919,2.878787879,2699800,1220400,1012
SZ,Gersau,de,2319,161.4902507,15.91203105,61.96636481,22.12160414,1088,14.35,6.615598886,39.69359331,51.74094708,1.949860724,2682700,1205100,988
SZ,Feusisberg,de,5263,300.7428571,17.51852556,65.74197226,16.73950219,2314,17.5,10.80617496,47.51286449,40.1943968,1.486563751,2699200,1227100,812
SZ,Freienbach,de,16391,1188.614938,17.57671893,63.45555488,18.96772619,7254,13.8,33.28509407,38.49493488,23.51664255,4.703328509,2701400,1228700,475
SZ,Wollerau,de,7255,1149.762282,17.18814611,62.81185389,20,3133,6.3,30.6122449,53.06122449,14.12872841,2.197802198,2697100,1228000,614
SZ,Küssnacht (SZ),de,13087,445.2875128,19.16405593,62.32138764,18.51455643,5727,29.37,16.598778,55.73659199,26.51052274,1.154107264,2676100,1215100,541
SZ,Altendorf,de,7083,347.0357668,18.74911761,65.08541578,16.16546661,3044,20.41,10.59570313,51.26953125,37.54882813,0.5859375,2705500,1227700,778
SZ,Galgenen,de,5211,392.6902788,20.9556707,62.98215314,16.06217617,2201,13.27,10.66565809,50.30257186,37.97276853,1.059001513,2708800,1226700,659
SZ,Innerthal,de,173,3.450339051,19.07514451,57.80346821,23.12138728,78,50.14,0.637577207,33.49272764,34.26977486,31.5999203,2712400,1218300,1361
SZ,Lachen,de,8752,3616.528926,18.14442413,63.27696527,18.5786106,3944,2.43,66.25,24.16666667,5.833333333,3.75,2707200,1227700,413
SZ,Reichenburg,de,3750,324.6753247,21.41333333,65.65333333,12.93333333,1544,11.55,8.925476603,55.28596187,34.2287695,1.559792028,2716500,1225500,576
SZ,Schübelbach,de,9250,318.855567,20.51891892,65.47027027,14.01081081,3883,29.01,7.093663912,47.41735537,42.8030303,2.685950413,2712900,1225800,838
SZ,Tuggen,de,3310,245.003701,20.09063444,64.95468278,14.95468278,1411,13.5,13.73707533,60.78286558,21.86115214,3.618906942,2714000,1229100,428
SZ,Vorderthal,de,1015,36.28888094,16.15763547,65.81280788,18.02955665,457,27.97,2.075134168,35.84973166,59.14132379,2.933810376,2710900,1220100,1015
SZ,Wangen (SZ),de,5054,597.3995272,18.55955679,63.79105659,17.64938662,2148,8.46,25.74139976,59.90510083,10.43890866,3.914590747,2710400,1227700,425
SZ,Alpthal,de,616,26.92307692,18.99350649,63.7987013,17.20779221,265,22.88,1.743679163,31.38622493,63.81865737,3.051438535,2697000,1214100,1283
SZ,Arth,de,11985,285.0856327,20.46725073,63.30413016,16.22861911,4988,42.02,9.738095238,40.69047619,44.5,5.071428571,2683500,1212100,804
SZ,Illgau,de,802,73.24200913,26.43391521,60.8478803,12.71820449,292,10.96,3.460837887,62.1129326,31.78506375,2.641165756,2697900,1204900,1214
SZ,Ingenbohl,de,8913,665.1492537,18.01862448,58.84662852,23.134747,3857,13.4,18.03278689,28.53949329,49.10581222,4.321907601,2689000,1206000,559
SZ,Lauerz,de,1100,119.695321,23.45454545,63.09090909,13.45454545,446,9.19,4.248366013,44.88017429,35.29411765,15.57734205,2686700,1210000,736
SZ,Morschach,de,1159,55.64090254,23.64106989,63.07161346,13.28731665,487,20.84,4.076738609,51.41486811,37.17026379,7.338129496,2689800,1204000,1327
SZ,Muotathal,de,3527,20.48913675,23.44768925,59.37056989,17.18174086,1393,172.14,1.004879182,33.22490706,23.4375,42.33271375,2700400,1203500,1684
SZ,Oberiberg,de,902,27.19324691,16.96230599,53.4368071,29.60088692,436,33.17,2.139843279,49.93972272,39.21036769,8.710066305,2702100,1210700,1412
SZ,Riemenstalden,de,90,8.035714286,37.77777778,40,22.22222222,30,11.2,0.624442462,50.93666369,26.94023194,21.49866191,2693500,1200300,1576
SZ,Rothenthurm,de,2411,105.978022,24.76150975,62.54666114,12.69182912,945,22.75,4.217926186,43.23374341,48.55008787,3.998242531,2693900,1217800,1077
SZ,Sattel,de,1938,111.4433583,22.1878225,64.13828689,13.67389061,812,17.39,6.685878963,56.42651297,35.7925072,1.095100865,2690900,1215200,968
SZ,Schwyz,de,15181,285.4644603,19.43218497,61.86022001,18.70759502,6455,53.18,9.304953852,47.41005839,37.70954982,5.575437936,2692400,1208500,892
SZ,Steinen,de,3417,288.3544304,22.6221832,61.16476441,16.21305239,1383,11.85,11.3271344,52.07100592,21.30177515,15.30008453,2689300,1211600,531
SZ,Steinerberg,de,946,136.7052023,22.09302326,61.09936575,16.80761099,371,6.92,6.17816092,64.22413793,29.02298851,0.574712644,2687000,1212000,959
SZ,Unteriberg,de,2395,51.58302821,19.20668058,63.88308977,16.91022965,1054,46.43,3.828780383,42.46074425,36.05076361,17.65971177,2703600,1212900,1266
OW,Alpnach,de,6031,112.1212121,20.85889571,63.88658597,15.25451832,2496,53.78,5.275868475,31.76667286,54.18911388,8.768344789,2663600,1199200,1244
OW,Engelberg,de,4181,55.843462,16.55106434,60.99019373,22.45874193,1982,74.87,3.658699426,27.09306984,25.75777807,43.49045266,2673700,1186100,1745
OW,Giswil,de,3658,42.5794436,20.69436851,62.38381629,16.9218152,1503,85.91,2.63096624,35.42491269,53.25960419,8.68451688,2657100,1187800,1376
OW,Kerns,de,6337,68.44890905,23.26021777,60.89632318,15.84345905,2526,92.58,3.186089211,45.24246679,29.1392159,22.4322281,2663700,1194800,1496
OW,Lungern,de,2120,45.62083064,20.28301887,57.68867925,22.02830189,909,46.47,3.613680361,40.43880404,41.32071413,14.62680146,2654900,1181800,1325
OW,Sachseln,de,5146,95.49081462,21.06490478,59.98834046,18.94675476,2111,53.89,3.639064241,44.24433717,41.01373932,11.10285926,2661000,1191200,1285
OW,Sarnen,de,10368,141.8137054,18.75,60.24305556,21.00694444,4498,73.12,5.946684894,38.96103896,50.81339713,4.278879016,2661400,1194200,1290
NW,Beckenried,de,3672,151.4226804,19.96187364,61.4379085,18.60021786,1590,24.25,6.01565719,48.74330449,37.33003708,7.911001236,2678800,1202200,1266
NW,Buochs,de,5311,533.2329317,18.88533233,62.19167765,18.92299002,2258,9.96,17.84274194,46.97580645,33.56854839,1.612903226,2674700,1203000,566
NW,Dallenwil,de,1846,119.250646,21.50595883,61.70097508,16.79306609,749,15.47,4.639175258,53.7371134,37.69329897,3.930412371,2672400,1197600,1219
NW,Emmetten,de,1429,57.3434992,15.5353394,65.08047586,19.38418474,701,24.92,2.754491018,36.44710579,47.78443114,13.01397206,2682200,1201200,1226
NW,Ennetbürgen,de,4801,515.1287554,16.64236617,60.32076651,23.03686732,2223,9.32,15.95744681,49.25531915,33.82978723,0.957446809,2674300,1204200,647
NW,Ennetmoos,de,2193,155.8635394,21.79662563,62.5626995,15.64067487,898,14.07,6.671398155,48.04826118,43.36408801,1.916252662,2667200,1199400,620
NW,Hergiswil (NW),de,5777,403.986014,14.81737926,62.57573135,22.60688939,2698,14.3,10.52631579,28.77192982,45.89473684,14.80701754,2666400,1204400,1073
NW,Oberdorf (NW),de,3124,192.8395062,21.41485275,59.79513444,18.7900128,1284,16.2,7.453416149,52.98136646,37.51552795,2.049689441,2672100,1201200,746
NW,Stans,de,8393,757.4909747,18.56308829,61.86107471,19.57583701,3599,11.08,20.93862816,40.07220217,36.73285199,2.25631769,2670600,1201100,502
NW,Stansstad,de,4580,504.9614112,14.56331878,60.06550218,25.37117904,2188,9.07,15.6043956,32.74725275,49.78021978,1.868131868,2668500,1203300,678
NW,Wolfenschiessen,de,2097,22.62135922,23.93896042,58.65522175,17.40581784,834,92.7,1.360103627,39.68048359,33.667962,25.29145078,2672900,1195800,1512
GL,Glarus Nord,de,18483,125.7346939,20.09414056,61.92717632,17.97868311,8033,146.99,5.956347318,37.23397022,40.51812062,16.29156184,2723200,1217800,1213
GL,Glarus Süd,de,9494,22.07752947,16.1575732,58.94248999,24.8999368,4352,430.03,1.602102032,28.81458401,26.99855834,42.58475562,2724300,1206100,1800
GL,Glarus,de,12426,119.8610977,19.94205698,60.55045872,19.50748431,5536,103.68,4.141726202,26.3081676,34.35026067,35.19984553,2723700,1211300,1404
ZG,Baar,de,24468,984.6277666,20.1814615,63.09874121,16.71979729,10598,24.85,22.0427937,52.40209931,24.82842148,0.726685507,2682600,1227800,521
ZG,Cham,de,16723,943.2036097,21.01297614,63.78042217,15.20660169,6988,17.73,24.83108108,60.64189189,12.5,2.027027027,2677400,1226100,427
ZG,Hünenberg,de,8808,478.4356328,22.41144414,60.1044505,17.48410536,3477,18.41,14.34782609,60.10869565,16.63043478,8.913043478,2674900,1225200,398
ZG,Menzingen,de,4539,164.9945474,19.32143644,60.93853272,19.74003084,1769,27.51,7.50182083,62.74581209,28.25928623,1.493080845,2687300,1226000,804
ZG,Neuheim,de,2257,284.6153846,22.77359327,61.32033673,15.90607,888,7.93,13.99747793,66.83480454,17.78058008,1.387137453,2686100,1228900,661
ZG,Oberägeri,de,6081,202.4300932,21.36161815,60.91103437,17.72734748,2565,30.04,6.75990676,45.45454545,45.85414585,1.931401931,2689200,1221100,958
ZG,Risch,de,10862,730.9555855,20.41981219,67.08709262,12.49309519,4537,14.86,28.87989204,54.58839406,14.64237517,1.889338731,2675100,1221600,440
ZG,Steinhausen,de,10026,1989.285714,20.27727907,62.60722122,17.1154997,4203,5.04,37.6984127,46.03174603,15.47619048,0.793650794,2679300,1227900,436
ZG,Unterägeri,de,8868,346.2709879,21.53811457,59.66396031,18.79792512,3826,25.62,7.953216374,36.53021443,53.76218324,1.754385965,2686900,1221300,871
ZG,Walchwil,de,3663,270.3321033,19.49221949,59.32295932,21.18482118,1568,13.54,9.407407407,42.37037037,44.14814815,4.074074074,2681700,1217200,934
ZG,Zug,de,30542,1412.673451,18.7872438,63.24405736,17.96869884,14048,21.63,26.56537753,33.01104972,37.79926335,2.624309392,2681800,1224700,620
FR,Châtillon (FR),fr,466,358.4615385,21.88841202,60.08583691,18.02575107,189,1.3,16.79389313,54.96183206,28.24427481,0,2553400,1187000,540
FR,Cheiry,fr,416,64.49612403,24.03846154,60.57692308,15.38461538,163,6.45,6.976744186,65.42635659,27.28682171,0.310077519,2554000,1177800,594
FR,Cugy (FR),fr,1752,177.3279352,24.08675799,60.61643836,15.29680365,699,9.88,10.50505051,69.8989899,19.49494949,0.101010101,2558200,1184900,508
FR,Fétigny,fr,1060,258.5365854,26.98113208,58.96226415,14.05660377,419,4.1,12.53071253,76.16707617,9.828009828,1.474201474,2560100,1183100,463
FR,Gletterens,fr,1071,418.359375,23.3426704,61.06442577,15.59290383,426,2.58,22.39382239,58.68725869,18.14671815,0.772200772,2561800,1193900,470
FR,Lully (FR),fr,1141,207.4545455,28.04557406,59.68448729,12.26993865,423,5.5,12.13235294,66.72794118,20.95588235,0.183823529,2554800,1187100,527
FR,Ménières,fr,439,100.2283105,26.42369021,58.54214123,15.03416856,160,4.38,9.195402299,74.94252874,15.86206897,0,2557400,1181500,503
FR,Montagny (FR),fr,2634,150.1710376,24.1078208,61.19969628,14.69248292,1049,17.54,8.162100457,57.24885845,33.84703196,0.742009132,2566200,1185200,582
FR,Nuvilly,fr,426,107.0351759,27.23004695,59.85915493,12.91079812,161,3.98,7.088607595,75.69620253,17.21518987,0,2553600,1181500,636
FR,Prévondavaux,fr,65,35.71428571,24.61538462,63.07692308,12.30769231,29,1.82,4.918032787,63.93442623,31.14754098,0,2550900,1175600,687
